"Survey_code","taxonomy","Date.x","Surveyor","Time.Start","Minute","Size","Number","Stage","family","genus","species","Coarse_Trophic","Fine_Trophic","Herb_Type","mass","area","Biomass","Density","allCode","Lagoon","Habitat"
"DC_July_04_02","Siganus spinus","7/4/2018","DC","12:47",4,17,2,"","Siganidae","Siganus","spinus","Primary Consumer","Herbivore/Detritivore","Browser",191.8225979,46.05906962,4.164708483,0.043422501,"DC_July_04_02_4","MRB","Back"
"DC_July_04_02","Zebrasoma scopas","7/4/2018","DC","12:47",1,16,1,"","Acanthuridae","Zebrasoma","scopas","Primary Consumer","Herbivore/Detritivore","Grazer",116.5008532,36.85227194,3.161293649,0.027135369,"DC_July_04_02_1","MRB","Back"
"DC_July_04_02","Zebrasoma scopas","7/4/2018","DC","12:47",2,15,1,"","Acanthuridae","Zebrasoma","scopas","Primary Consumer","Herbivore/Detritivore","Grazer",96.03712187,58.46477943,1.642649178,0.017104315,"DC_July_04_02_2","MRB","Back"
"DC_July_04_02","Zebrasoma veliferum","7/4/2018","DC","12:47",14,20,1,"","Acanthuridae","Zebrasoma","veliferum","Primary Consumer","Herbivore/Detritivore","Grazer",182.0668526,55.68922324,3.269337262,0.017956796,"DC_July_04_02_14","MRB","Back"
"DC_July_04_02","Zebrasoma veliferum","7/4/2018","DC","12:47",9,18,1,"","Acanthuridae","Zebrasoma","veliferum","Primary Consumer","Herbivore/Detritivore","Grazer",134.6139031,38.5617783,3.490863467,0.025932414,"DC_July_04_02_9","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",3,16,4,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",460.3717297,60.56179573,7.601685586,0.06604824,"DC_July_04_03_3","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",0,14,1,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",76.81553153,47.07130257,1.631897299,0.021244366,"DC_July_04_03_0","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",1,16,6,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",690.5575945,47.65792674,14.48987905,0.12589721,"DC_July_04_03_1","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",3,16,150,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",17263.93986,60.56179573,285.0632095,2.476808988,"DC_July_04_03_3","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",6,16,4,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",460.3717297,75.47336777,6.099790473,0.052998828,"DC_July_04_03_6","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",8,16,3,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",345.2787972,62.42662486,5.530954109,0.048056418,"DC_July_04_03_8","MRB","Back"
"DC_July_04_03","Acanthurus nigrofuscus","7/4/2018","DC","13:06",10,16,2,"","Acanthuridae","Acanthurus","nigrofuscus","Primary Consumer","Herbivore/Detritivore","Grazer",230.1858648,57.27194052,4.019173486,0.034921115,"DC_July_04_03_10","MRB","Back"
"DC_July_04_03","Acanthurus triostegus","7/4/2018","DC","13:06",0,16,1,"","Acanthuridae","Acanthurus","triostegus","Primary Consumer","Herbivore/Detritivore","Grazer",103.1968516,47.07130257,2.19235173,0.021244366,"DC_July_04_03_0","MRB","Back"
"DC_July_04_03","Acanthurus triostegus","7/4/2018","DC","13:06",7,16,1,"","Acanthuridae","Acanthurus","triostegus","Primary Consumer","Herbivore/Detritivore","Grazer",103.1968516,85.1503825,1.211936442,0.011743928,"DC_July_04_03_7","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",12,20,1,"TP","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",174.9722993,49.57070865,3.529751824,0.020173204,"DC_July_04_03_12","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",2,18,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",127.9721037,71.09652052,1.799977028,0.014065386,"DC_July_04_03_2","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",0,18,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",127.9721037,47.07130257,2.718686264,0.021244366,"DC_July_04_03_0","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",10,16,1,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",90.20767099,57.27194052,1.57507621,0.017460557,"DC_July_04_03_10","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",2,18,1,"TP","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",127.9721037,71.09652052,1.799977028,0.014065386,"DC_July_04_03_2","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",4,10,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",44.69317802,78.30977336,0.570722863,0.025539596,"DC_July_04_03_4","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",2,16,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",180.415342,71.09652052,2.537611414,0.028130772,"DC_July_04_03_2","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",11,14,4,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",242.7310704,77.97563184,3.11290931,0.051298077,"DC_July_04_03_11","MRB","Back"
"DC_July_04_03","Chlorurus sordidus","7/4/2018","DC","13:06",0,16,2,"","Scaridae","Chlorurus","sordidus","Primary Consumer","Herbivore/Detritivore","Excavator",180.415342,47.07130257,3.832809634,0.042488733,"DC_July_04_03_0","MRB","Back"
